conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abdc7ac8-151f-40c6-bc1a-1e9b4b073290,knowledge,cross-sector,доповнена реальність,,,released,2024-02-23T15:26:40.229Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Процес додавання різноманітного цифрового контенту (наприклад, зображень, 3D-об’єктів тощо) на поверхні, що існують у реальному світі. Користувач може взаємодіяти з технологією в режимі реального часу за допомогою пристроїв, як-от мобільні телефони.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abe138ec-e084-47c7-abe3-e7f371f05eae,skill/competence,cross-sector,взаємодіяти з аудиторією,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Реагувати на аудиторію та залучати її до конкретного виступу чи спілкування.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abe9565e-3afd-4ec0-bdc8-75b9df414d9a,knowledge,sector-specific,ціни на корисні копалини,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Ціни на метали та мінерали та пов’язані з ними виробничі витрати.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abeaad8b-649c-4215-aacd-bc7524a0e368,skill/competence,sector-specific,виконувати відеоасистовану мініторакотомію (VATS),,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Виконувати відеоторакоскопічну хірургію або VATS, під час якої легеня перестає функціонувати, а торакоскоп і хірургічні інструменти вводяться в грудну клітку через будь-який із трьох-чотирьох невеликих розрізів у грудній стінці.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abec880d-99ac-4af4-a8d2-900b4aa0de12,skill/competence,occupation-specific,"сприяти корисним звичкам, щоб уникнути розладів спілкування",,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Сприяти корисним звичкам, щоб уникнути розладів спілкування або вад розвитку, що впливають на спілкування, ковтання чи слух.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abf09aa8-a7a9-43b0-9f6e-33ac110c7a4e,skill/competence,occupation-specific,випромінювати ентузіазм під час практичних занять,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Випромінювати словами ентузіазм і ставлення до присутніх людей, до аукціону, до товарів, які будуть виставлені на аукціон.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abf620f3-9fa5-4dba-9a37-74eb3efb143d,skill/competence,sector-specific,демонструвати порядок дій у надзвичайних ситуаціях,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Надати інформацію та продемонструвати пасажирам дії в надзвичайних ситуаціях. Пояснити використання аварійного обладнання та направити пасажирів до найближчих аварійних виходів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abfdff24-e825-4ab5-9260-12b92363be83,skill/competence,occupation-specific,полегшувати композиційні структури танцю,,,released,2020-07-01T14:53:51.04Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Розпізнавати та полегшувати композиційні структури танцю, які відповідають обраному танцювальному стилю та процесу створення танцю, відповідно до плану програми, потреб учасників і групи. Включати ідеї групи до хореографічного процесу.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac1b8a18-d6d0-4116-8191-93db991b3902,skill/competence,sector-specific,проводити маркетингові дослідження ювелірних виробів,,,released,2016-12-20T20:47:18Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Проводити маркетингові дослідження, щоб визначити, які типи ювелірних виробів є популярними в певний час: сережки, каблучки, намиста, прикраси на зап’ястя тощо.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac1d3175-c339-43f9-b79e-497ead68afdb,skill/competence,occupation-specific,розраховувати цільові коефіцієнти ставок,,,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Розраховувати цільові коефіцієнти ставок, щоб гарантувати прибутковість для закладу та справедливу частку для клієнтів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac223703-4984-4c98-a579-33dacd0e14c0,skill/competence,sector-specific,виконувати фізичні вправи з тваринами,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Надавати можливості для фізичних вправ, які підходять для відповідних тварин і відповідають їхнім особливим фізичним потребам.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac33e224-5027-4799-989a-b57db935f97a,knowledge,sector-specific,планування поїздів,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Досконало розуміти методи, процедури та інструменти, що використовуються для складання розкладу руху поїздів; знати різні види схем руху поїздів; визначати можливі обмеження, які слід враховувати під час планування.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac3848a0-b460-4834-ac2d-ebac17f1b87b,skill/competence,cross-sector,регулювати герметичність компонентів насоса,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Закручувати або відкручувати деталі насоса за допомогою ручних та електроінструментів. Технічне обслуговування трубопроводу, обсадних труб і насосних штанг.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac387277-5050-4302-a074-f3a6de262b73,skill/competence,cross-sector,формувати ложе для скла,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Формувати ложе для скла на металевих піддонах, розподіливши гіпс за допомогою валиків або мастихінів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac3de76e-7197-4830-b8d2-c7ed3d51622c,skill/competence,sector-specific,домовлятися про доступ до землі,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Вести перемовини з землевласниками, орендарями, власниками прав на корисні копалини, регулюючими органами чи іншими зацікавленими сторонами, щоб отримати дозвіл на доступ до територій, які потрібні для розвідки чи відбору проб.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac42ad10-4399-4730-a097-04dfb605aace,knowledge,sector-specific,оптичний виробничий процес,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Процес і різні етапи виробництва оптичного виробу, від проєктування та створення прототипу до підготовки оптичних компонентів і лінз, складання оптичного устаткування, проміжного й остаточного випробувань оптичних виробів та їхніх компонентів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac469a4f-77dd-4bd6-b3f5-ffcd2ef7dca2,skill/competence,cross-sector,створювати графіки постановки,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Складати графік виробництва кінофільму, телепрограми або художньої постановки. Вирішувати, скільки часу займе кожна фаза і які вимоги до неї пред’являються. Враховувати наявні графіки виробничої команди та створювати життєздатний графік. Інформувати команду про графік.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac49be50-5cfa-42d7-b6cb-751e5bda2ac1,skill/competence,sector-specific,переносити ідеї на нотний запис,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Транскрибувати / перекладати музичні ідеї на нотний запис, використовуючи інструменти, ручку та папір або комп’ютер.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac4d654c-78c2-4853-990b-9e6264b96bea,knowledge,sector-specific,види гончарного матеріалу,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Види глин і грязей та їхній зовнішній вигляд, властивості, реакція на вогонь тощо.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac516e9b-8bfa-4b72-8e3e-340b0a3a51d5,skill/competence,sector-specific,керувати проєктами з розробки контенту,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Планувати та впроваджувати створення, доставку та управління цифровим або друкованим контентом, розробляти систему, яка описує весь процес розробки та публікації редакційного контенту, а також використовувати інструменти ІКТ для підтримки цього процесу.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac51e567-2261-48c7-b0cb-97c07fc60b6c,skill/competence,sector-specific,розробляти індивідуальний дизайн інтер’єру,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Розробляти концептуальний дизайн інтер’єру, який би відповідав загальному настрою, що має (мають) передавати кімната(и), згідно з узгодженими стандартами якості. Дотримуватися замовлення клієнта для внутрішньої сфери або концепції художньої постановки, наприклад, фільму чи театральної вистави.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac59f010-e18c-4546-919f-5be877ca30fa,skill/competence,occupation-specific,розточувати мітчиком різьбові отвори,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Розточувати мітчиком різьбові отвори, в які вкручуються гвинти, , щоб відновити їхні початкові розміри після того, як гвинти могли бути скріплені між собою, зокрема під час процесу анодування протягом металообробки.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac6b866c-d18d-4572-b24d-fe65567f5943,skill/competence,sector-specific,кувати метал на ковадлах,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Кувати шматки металу на ковадлі, використовуючи відповідні ручні інструменти та нагрівальне обладнання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac6d3eaf-7a85-495a-b12a-a0f66de8712a,skill/competence,sector-specific,наглядати за студентами в соціальних службах,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Наглядати за студентами в сфері соціальної роботи, коли вони проходять практику з соціальної роботи. Ділитися досвідом та навчати їх належному виконанню своїх обов’язків.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac6e266a-5362-4690-8937-b71a2d9311d1,skill/competence,sector-specific,робити ремонт мотоциклів,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Здійснювати ремонт і поточне технічне обслуговування мотоциклів, зокрема налаштовувати двигун, замінювати мастило та шини, усувати несправності двигуна та механічної системи. Замінювати деталі та компоненти.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac6ff889-328b-46ea-a8ee-e196443b2447,skill/competence,cross-sector,консультувати клієнтів,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Допомагати клієнтам та наставляти їх у вирішенні їхніх особистих, соціальних або психологічних проблем.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac7267c8-4b65-4622-9d8d-3532e5c7faa7,knowledge,occupation-specific,психофізіологія,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Наука, яка вивчає зв’язок між розумом і тілом. Іншими словами, ця наука вивчає фізичні реакції на думки та емоції.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac745bcf-7b2a-4f64-bd81-129c1d4c8699,skill/competence,sector-specific,виписувати коригувальні лінзи,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Призначати окуляри та контактні лінзи відповідно до проведених вимірювань і тестів.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac78df58-c269-42df-97f2-46a75a581dbf,skill/competence,sector-specific,вивчати стародавні написи,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Інтерпретувати, досліджувати та вивчати стародавні написи на камені, мармурі або дереві, зокрема єгипетські ієрогліфи.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac802765-4098-4466-ac1e-4791f192c667,skill/competence,occupation-specific,відстежувати тенденції в індустрії дизайну,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Слідкувати за новими тенденціями та розробками в індустрії дизайну.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac846964-c171-4d43-8834-cc83ff96f582,skill/competence,sector-specific,виправляти потенційно шкідливі рухи,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Виявляти моменти, коли учасник виконує рух, який може завдати короткочасного чи тривалого пошкодження тілу. Реагувати на них усними інструкціями та / або наочною демонстрацією, щоб забезпечити досягнення професіоналізму.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ac93de83-16b6-442c-b83f-d880b8ddc792,skill/competence,occupation-specific,складати звіт про перевірку на шкідників,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Надавати письмові звіти про всі перевірки, проведені на будівлях, а також про всі застосовані обробки та матеріали, використані для боротьби зі шкідниками.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aca06db6-0b45-4929-aaac-d86ee57e1448,skill/competence,occupation-specific,готувати трафаретний друк,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Готувати трафарет до друку, застосувавши техніку фотоемульсії, коли оригінальне зображення створюється на накладці, а ділянки, вкриті друкарською фарбою, не є прозорими. Вибирати трафарет, покривати його певною емульсією за допомогою ракеля та створювати відбиток, помістивши його в суху кімнату, залишивши негатив трафарету на сітці.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aca0ed11-96f2-43b0-850f-93503565d949,skill/competence,sector-specific,збирати зразки у тварин,,,released,2020-06-16T13:57:24.601Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Отримувати зразки біологічних рідин, секретів, екскрементів або інших тканин тварини, щоб полегшити діагностику здоров’я і хвороб.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aca6bd11-b3ab-4c03-a48e-7a9d0283b6f8,skill/competence,occupation-specific,ідентифікувати скам’янілості,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Класифікувати скам’янілості, визначаючи їхній вік за допомогою радіометричного датування та порівнюючи їх з ідентифікованими скам’янілостями, щоб з’ясувати їхнє середовище існування, раціон харчування та будову скелета.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acb43107-4354-40a5-8a82-9b9264fafacf,knowledge,sector-specific,взуттєве обладнання,,,released,2023-02-23T20:57:05.838Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Функціональні можливості широкого спектру взуттєвих верстатів, а також основні правила регулярного обслуговування.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acbb31e0-7cfb-4987-a9a7-4df119e0b83b,knowledge,cross-sector,медична хімія,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Хімічні аспекти ідентифікації та синтетичної зміни хімічних речовин у зв’язку з їх терапевтичним використанням. Те, як різні хімічні речовини впливають на біологічні системи та як їх можна інтегрувати в розроблення ліків.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acc74047-f59f-4935-afc0-45ec43b9b57a,skill/competence,sector-specific,визначати вимоги до деталей,,,released,2023-11-02T17:00:08.687Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Розраховувати та визначати функціональні, фізичні, структурні, геометричні та габаритні розміри деталей, необхідні для створення машин чи обладнання.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/accc6ad4-9e8a-4cc9-9624-9daae83ce2de,skill/competence,occupation-specific,вносити добрива у ставки для розведення аквакультури,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Вносити добрива у ставки для розведення аквакультури
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acd11c45-8590-4465-91e3-5ef017c9554a,skill/competence,cross-sector,надавати індивідуальну продукцію,,,released,2016-09-15T10:54:59Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Виготовляти та розробляти індивідуальні продукти та рішення для конкретних потреб споживача.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acd54bcb-4c69-4ee9-a27f-732aec62804d,skill/competence,sector-specific,консультувати щодо ризиків під час вагітності,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Визначати ранні ознаки ризикованої вагітності та давати поради щодо них.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ace1a04d-b08b-4628-9311-d30a29e55d39,skill/competence,sector-specific,доповідати капітану,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Виконувати обов’язки та завдання вахтового помічника капітана та повідомляти інформацію капітану судна або відповідальній особі.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ace3fb56-5e3d-445b-a752-66b03e494076,skill/competence,occupation-specific,перевіряти справність хірургічних інструментів,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Перевіряти точність лічильників, манометрів, індикаторів або інших реєструючих пристроїв, що використовуються в хірургічному обладнанні, і виявляти дефектні деталі або невідповідність специфікаціям.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ace994b7-0c7c-44b2-8087-3aa0bfd2a93a,skill/competence,occupation-specific,надавати відгук про продуктивність,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Надавати третім сторонам відгук про продуктивність і зауваження щодо якості
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acecc13c-90fa-406f-81e3-eb71bca47ae5,skill/competence,cross-sector,заповнювати звіти про виконану роботу,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Регулярно та пунктуально вести письмові записи про надані послуги з чітким зазначенням годин виконаної роботи та підписом.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acf0a78c-f4e3-4bd9-a5cc-9cf4791b3b95,skill/competence,sector-specific,впроваджувати віртуальну приватну мережу,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Створювати шифроване з’єднання між приватними мережами (наприклад різними локальними мережами компанії) через інтернет, щоб лише авторизовані користувачі могли отримати доступ до нього, а також щоб уникнути перехоплення даних.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acf47388-b2d3-4f8b-aefa-085c93bf7926,skill/competence,cross-sector,підганяти листи скла,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Регулювати товщину скляних листів відповідно до показань калібру, використовуючи азбестові прокладки на боках кожуха для охолодження печі.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acf62e14-76eb-4ada-bb09-7570006f4d59,skill/competence,sector-specific,постачати водну продукцію відповідно до специфікацій клієнта,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Постачати водну продукцію відповідно до специфікацій клієнта, з повним розумінням його вимог.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/acfaffa2-9607-44fd-b014-19b817362089,knowledge,sector-specific,мікрооптика,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Оптичні пристрої розміром 1 міліметр або менше, наприклад мікролінзи та мікродзеркала.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad008df3-dcaf-45ee-8892-2319a3b66c98,skill/competence,occupation-specific,наглядати за діяльністю клініко-інформаційних систем,,,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Контролювати та наглядати за повсякденною операційною та клінічною діяльністю інформаційних систем, зокрема системи клінічної інформації (clinical information system, CIS), які використовуються для збору та зберігання клінічної інформації, що стосується процесу надання медичної допомоги.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad05c2bf-3905-4e4c-bd56-6fcfdebc994c,knowledge,sector-specific,клінічна медицина,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Дослідження та розроблення методів і обладнання, що використовуються медичним персоналом для профілактики, діагностики та лікування хвороб.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad07f7a9-dca7-4e6b-9461-86145953f48a,skill/competence,cross-sector,обслуговувати металорізальний стругальний верстат,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Обслуговувати стругальний верстат, призначеного для зрізання зайвого матеріалу із заготовки, щоб отримати рівну поверхню, контролювати та експлуатувати його згідно з інструкцією.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad151716-22e2-4519-9021-de1d5d350574,skill/competence,sector-specific,проводити вірусологічні тести,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Вибирати, виконувати та інтерпретувати відповідні вірусологічні тести, пов’язані з очними інфекціями, аденовірусом, вірусом простого герпесу, хламідіозом тощо.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad1a9aae-1edc-4863-bf5a-72864e127ff4,skill/competence,occupation-specific,надавати консультації щодо ланцюга постачання продукції аквакультури,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Надавати підтримку та консультації щодо діяльності, пов’язаної з ланцюгом постачання аквакультури, наприклад, дизайну пакування та логістики.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad21611d-1380-4daa-898e-d8b87fc083a1,knowledge,sector-specific,процеси ручного розкрою шкіри,,,released,2023-04-06T15:41:11.468Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Правила розкрою, зміна властивостей шкіри на її поверхні та напрямки подовження деталей взуття.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad2552dc-fa50-417f-8d05-493089242fd2,skill/competence,sector-specific,стежити за прогресом лікування,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Стежити за прогресом лікування і модифікувати його відповідно до стану кожного пацієнта.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad26ee70-5303-449b-96be-18041c931666,skill/competence,occupation-specific,приймати клієнтів ветеринарної клініки та їхніх тварин за попереднім записом,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Приймати ветеринарних клієнтів, переконавшись, що вони та їхні тварини підготовлені до прийому.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad28c970-6bc7-4fff-9c01-0f4d67769de3,skill/competence,sector-specific,розробляти стратегії отримання прибутку,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Розробляти методології, за допомогою яких компанія продає продукт або послугу для отримання прибутку.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad320551-6c52-4fa3-bee9-558a44ed1e2a,skill/competence,sector-specific,оцінювати виробничий процес фармацевтичних препаратів,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Оцінювати поточний процес виробництва фармацевтичної продукції у порівнянні з останніми розробками на ринку щодо змішування, компонування та пакування, забезпечуючи впровадження необхідних оновлень.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad329eb4-463d-40ac-bf03-60e00538bb49,knowledge,occupation-specific,тестери акумуляторів,,,released,2025-04-11T12:59:18.724Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Електронні пристрої, які перевіряють стан акумуляторів. Тестери акумуляторів можуть перевіряти заряд, що є в елементах акумулятора, перевіряти здатність акумулятора накопичувати заряд і виявляти дефекти, які можуть вплинути на експлуатаційні характеристики акумулятора, залежно від типу тестера акумулятора.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad32ac81-7dff-48c0-ac27-062d62b08861,skill/competence,cross-sector,готувати лікарські засоби за рецептом,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Готувати лікарські форми лікарських засобів за рецептом, отриманим від лікаря.
	"
